word,common,prefix,distinct
sandal,5011,-1,2635
sandbag,6318,-1,-1
sandbank,6870,-1,3404
sandbar,6516,-1,-1
sandblast,7282,-1,3568
sandbox,4631,-1,2483
sanded,6191,-1,-1
sandfish,7715,-1,3694
sanding,5624,-1,-1
sandlot,6823,-1,-1
sandpaper,5554,-1,2856
sandpit,6917,-1,-1
sandstone,2742,-1,1644
sandstorm,5555,-1,-1
sandworm,7353,-1,3592
sandy,1255,-1,-1
sanitary,3399,-1,-1
sanitizer,5655,-1,2894
sank,2380,-1,-1
santa,787,468,598
sapling,6231,-1,-1
sappiness,7548,-1,-1
sappy,5717,1302,-1
sarcasm,2601,922,1569
sarcastic,2655,-1,-1
sardine,5767,-1,-1
sash,3857,1107,-1
sasquatch,5718,-1,2920
sassy,3931,-1,-1
satchel,5041,-1,2649
satiable,7716,-1,-1
satin,3332,-1,-1
satirical,3433,-1,1954
satisfied,1103,-1,785
satisfy,1677,-1,-1
saturate,6024,-1,-1
saturday,370,278,-1
sauciness,7518,-1,-1
saucy,5042,-1,-1
sauna,3776,1098,-1
savage,1524,-1,-1
savanna,5261,-1,2734
saved,567,380,456
savings,864,-1,639
savior,2457,-1,1494
savor,4786,-1,-1
saxophone,4140,1131,2263
say,22,22,21
scabbed,7314,-1,-1
scabby,6930,-1,-1
scalded,6652,-1,-1
scalding,5922,-1,-1
scale,413,296,342
scaling,2575,-1,-1
scallion,6896,-1,-1
scallop,5502,-1,2834
scalping,5971,-1,-1
scam,1768,-1,-1
scandal,1299,-1,-1
scanner,2777,-1,-1
scanning,2318,-1,1430
scant,4350,-1,-1
scapegoat,4317,-1,2336
scarce,2629,-1,1586
scarcity,3400,-1,-1
scarecrow,4382,-1,2366
scared,649,-1,-1
scarf,2426,-1,1477
scarily,6537,-1,3278
scariness,7390,-1,-1
scarring,4459,-1,-1
scary,966,-1,-1
scavenger,4594,-1,2461
scenic,2458,893,-1
schedule,568,381,457
schematic,4267,-1,2310
scheme,682,-1,540
scheming,4460,-1,-1
schilling,5332,-1,-1
schnapps,6636,-1,3317
scholar,1713,-1,1114
science,191,162,158
scientist,1210,-1,850
scion,4595,-1,-1
scoff,5398,-1,2789
scolding,5227,-1,2719
scone,5528,-1,-1
scoop,2402,-1,-1
scooter,2743,-1,1645
scope,1131,-1,802
scorch,5556,-1,-1
scorebook,7478,-1,3627
scorecard,4912,-1,-1
scored,610,398,490
scoreless,4268,-1,2311
scorer,2576,-1,-1
scoring,983,-1,-1
scorn,4224,-1,-1
scorpion,3401,-1,1937
scotch,2403,-1,-1
scoundrel,5436,-1,2807
scoured,5198,-1,-1
scouring,4739,-1,-1
scouting,2974,-1,-1
scouts,2184,-1,1364
scowling,6489,-1,-1
scrabble,4556,-1,-1
scraggly,6812,-1,3382
scrambled,3127,-1,1819
scrambler,6331,-1,-1
scrap,1862,-1,1195
scratch,1316,-1,911
scrawny,5625,-1,2882
screen,394,290,326
scribble,5557,-1,-1
scribe,4416,-1,-1
scribing,7133,-1,-1
scrimmage,4557,-1,2444
script,984,-1,719
scroll,1965,-1,1253
scrooge,4852,-1,2577
scrounger,7022,-1,-1
scrubbed,4676,-1,2499
scrubber,6257,-1,-1
scruffy,5199,-1,2711
scrunch,6550,-1,-1
scrutiny,2263,-1,1400
scuba,3594,-1,2026
scuff,6289,-1,-1
sculptor,3503,-1,1985
sculpture,1814,757,-1
scurvy,5558,-1,-1
scuttle,5679,-1,-1
secluded,3814,-1,2129
secluding,7497,-1,-1
seclusion,4984,-1,2624
second,44,43,38
secrecy,2744,-1,-1
secret,335,-1,283
sectional,3159,-1,1834
sector,574,-1,463
secular,1741,-1,-1
securely,3675,-1,-1
security,156,-1,132
sedan,2807,954,1673
sedate,5465,-1,-1
sedation,4879,-1,-1
sedative,4740,-1,-1
sediment,3228,-1,-1
seduce,3815,-1,2130
seducing,5303,-1,-1
segment,1132,585,803
seismic,2835,964,1686
seizing,3564,-1,2014
seldom,2577,-1,1554
selected,555,-1,449
selection,624,-1,-1
selective,1911,-1,-1
selector,4074,-1,-1
self,142,125,-1
seltzer,5680,-1,-1
semantic,3298,-1,-1
semester,1566,706,1039
semicolon,6232,-1,3156
semifinal,3816,-1,-1
seminar,2185,-1,1365
semisoft,7717,-1,3695
semisweet,7381,-1,3603
senate,436,-1,359
senator,672,-1,-1
send,205,172,-1
senior,336,-1,284
senorita,6840,-1,-1
sensation,1863,-1,-1
sensitive,827,-1,618
sensitize,6871,-1,-1
sensually,6953,-1,3441
sensuous,5358,-1,-1
sepia,5399,-1,2790
september,179,152,147
septic,3932,-1,-1
septum,5043,-1,2650
sequel,1678,-1,1100
sequence,1001,544,731
sequester,6089,-1,-1
series,114,-1,-1
sermon,2685,-1,1612
serotonin,3744,-1,2093
serpent,3095,-1,-1
serrated,5282,-1,2744
serve,395,-1,-1
service,69,67,60
serving,625,-1,-1
sesame,3096,-1,-1
sessions,799,473,601
setback,3402,-1,1938
setting,466,327,-1
settle,967,-1,707
settling,1980,-1,-1
setup,1446,-1,981
sevenfold,6038,-1,3070
seventeen,1935,-1,-1
seventh,1148,593,811
seventy,2158,-1,-1
severity,2351,-1,-1
shabby,3676,-1,2066
shack,3198,-1,-1
shaded,3714,-1,-1
shadily,7718,-1,-1
shadiness,7415,-1,-1
shading,3623,-1,-1
shadow,865,-1,640
shady,2352,-1,-1
shaft,1864,-1,1196
shakable,7719,-1,-1
shakily,6771,-1,3366
shakiness,7160,-1,-1
shaking,1473,-1,-1
shaky,3128,-1,-1
shale,2404,-1,-1
shallot,6442,-1,3234
shallow,1548,-1,-1
shame,714,-1,-1
shampoo,2718,-1,1632
shamrock,5140,-1,-1
shank,4461,-1,2397
shanty,5503,-1,2835
shape,513,-1,-1
shaping,2319,-1,-1
share,157,138,133
sharpener,6110,-1,-1
sharper,3777,-1,-1
sharpie,5559,-1,-1
sharply,1885,-1,-1
sharpness,4677,-1,-1
shawl,4075,-1,2230
sheath,4103,-1,2243
shed,1176,-1,-1
sheep,1256,-1,-1
sheet,923,519,678
shelf,1588,-1,-1
shell,942,-1,692
shelter,1149,-1,812
shelve,6393,-1,-1
shelving,5141,-1,-1
sherry,3299,-1,1893
shield,1070,-1,767
shifter,4632,-1,-1
shifting,1679,-1,1101
shiftless,7003,-1,3456
shifty,5437,-1,-1
shimmer,4787,-1,-1
shimmy,5802,-1,2958
shindig,6332,-1,3194
shine,1300,-1,900
shingle,4788,-1,-1
shininess,7404,-1,-1
shining,1680,-1,-1
shiny,1912,-1,-1
ship,326,254,275
shirt,611,-1,491
shivering,4183,-1,2279
shock,828,-1,-1
shone,3858,-1,-1
shoplift,6850,-1,3395
shopper,4005,-1,-1
shopping,556,-1,450
shoptalk,7545,-1,3650
shore,1026,-1,-1
shortage,1836,-1,-1
shortcake,6394,-1,-1
shortcut,3473,-1,-1
shorten,3368,-1,1923
shorter,1194,-1,-1
shorthand,4104,-1,-1
shortlist,4462,-1,-1
shortly,814,-1,610
shortness,5101,-1,-1
shorts,1493,-1,-1
shortwave,6167,-1,-1
shorty,3745,-1,-1
shout,1510,-1,1014
shove,2488,-1,1513
showbiz,4596,-1,2462
showcase,1815,-1,1167
showdown,3001,-1,-1
shower,780,-1,594
showgirl,6374,-1,-1
showing,365,-1,-1
showman,5438,-1,-1
shown,349,267,295
showoff,6824,-1,3385
showpiece,6415,-1,3224
showplace,6991,-1,-1
showroom,4184,-1,-1
showy,5359,-1,-1
shrank,5044,-1,-1
shrapnel,4141,-1,2264
shredder,4824,-1,2566
shredding,4741,-1,-1
shrewdly,6501,-1,3264
shriek,5466,-1,-1
shrill,5102,-1,2673
shrimp,2133,830,-1
shrine,2292,-1,-1
shrink,2293,-1,1414
shrivel,6395,-1,-1
shrouded,4742,-1,2530
shrubbery,6168,-1,-1
shrubs,3403,-1,1939
shrug,3624,-1,-1
shrunk,4036,-1,-1
shucking,6918,-1,-1
shudder,4318,-1,-1
shuffle,3002,-1,1766
shuffling,4492,-1,-1
shun,3817,-1,2131
shush,5504,-1,-1
shut,456,320,-1
shy,1317,642,912
siamese,4825,1208,2567
siberian,3595,-1,2027
sibling,2630,928,1587
siding,3003,988,-1
sierra,1511,695,1015
siesta,5944,-1,-1
sift,4633,1189,-1
sighing,5142,1249,-1
silenced,3333,-1,-1
silencer,5505,-1,-1
silent,844,-1,626
silica,3715,-1,-1
silicon,1632,-1,1078
silk,1414,-1,965
silliness,5360,-1,2771
silly,943,-1,693
silo,4634,-1,-1
silt,4853,-1,-1
silver,430,307,354
similarly,1071,-1,768
simile,6357,-1,-1
simmering,5168,-1,-1
simple,224,188,188
simplify,3097,-1,-1
simply,225,-1,-1
sincere,2001,-1,1276
sincerity,3504,-1,-1
singer,751,-1,-1
singing,664,-1,526
single,87,82,77
singular,2264,-1,1401
sinister,2656,-1,-1
sinless,6602,-1,-1
sinner,3334,-1,-1
sinuous,6135,-1,-1
sip,2459,894,-1
siren,3098,1005,1806
sister,307,241,260
sitcom,2808,-1,1674
sitter,4037,-1,-1
sitting,382,-1,-1
situated,1257,-1,-1
situation,216,181,180
sixfold,6954,-1,3442
sixteen,1742,-1,1130
sixth,954,531,-1
sixties,3434,-1,1955
sixtieth,6772,-1,-1
sixtyfold,7720,-1,-1
sizable,3404,-1,-1
sizably,7721,-1,3696
size,188,159,155
sizing,3966,-1,-1
sizzle,5333,-1,-1
sizzling,4225,-1,-1
skater,3565,-1,2015
skating,2002,801,-1
skedaddle,7209,-1,3531
skeletal,3335,-1,1908
skeleton,2111,-1,-1
skeptic,5073,-1,-1
sketch,1549,704,1028
skewed,3818,-1,2132
skewer,5746,-1,-1
skid,3677,-1,-1
skied,6270,-1,-1
skier,3967,-1,-1
skies,1837,-1,1180
skiing,2003,-1,-1
skilled,1375,658,-1
skillet,4417,-1,-1
skillful,4226,-1,2297
skimmed,4913,-1,2601
skimmer,6298,-1,-1
skimming,4678,-1,-1
skimpily,7427,-1,-1
skincare,3566,-1,-1
skinhead,5719,-1,2921
skinless,6572,-1,-1
skinning,6059,-1,-1
skinny,1657,-1,1089
skintight,6851,-1,3396
skipper,2836,-1,1687
skipping,2745,-1,-1
skirmish,4493,-1,2411
skirt,1714,-1,-1
skittle,6897,-1,-1
skydiver,6573,-1,3293
skylight,5228,-1,-1
skyline,3004,-1,1767
skype,2427,886,1478
skyrocket,5361,-1,2772
skyward,5681,-1,2902
slab,3005,-1,1768
slacked,6825,-1,-1
slacker,5506,-1,-1
slacking,5439,-1,-1
slackness,7134,-1,-1
slacks,5074,-1,2665
slain,2837,-1,-1
slam,1589,711,-1
slander,3505,-1,-1
slang,2809,-1,1675
slapping,3435,-1,-1
slapstick,5400,-1,-1
slashed,4038,-1,-1
slashing,4463,-1,-1
slate,2063,-1,-1
slather,6653,-1,-1
slaw,5972,-1,-1
sled,3859,-1,-1
sleek,3506,-1,-1
sleep,245,204,207
sleet,5262,-1,-1
sleeve,1793,-1,1155
slept,1278,-1,-1
sliceable,7722,-1,-1
sliced,2746,-1,1646
slicer,6136,-1,-1
slicing,4185,-1,-1
slick,2353,-1,1445
slider,3933,-1,-1
slideshow,4914,-1,2602
sliding,1936,-1,-1
slighted,6060,-1,-1
slighting,7210,-1,3532
slightly,485,339,390
slimness,7340,-1,-1
slimy,4418,-1,2380
slinging,5401,-1,-1
slingshot,4880,-1,2589
slinky,5768,-1,2943
slip,1104,-1,-1
slit,3067,-1,-1
sliver,4743,-1,-1
slobbery,7172,-1,3519
slogan,2320,-1,1431
sloped,5467,-1,-1
sloping,4419,-1,-1
sloppily,6872,-1,-1
sloppy,2686,-1,1613
slot,1447,675,-1
slouching,6431,-1,3230
slouchy,6701,-1,-1
sludge,3860,-1,2152
slug,3596,1081,-1
slum,3778,-1,2111
slurp,6039,-1,3071
slush,4744,-1,-1
sly,3300,1038,-1
small,64,62,56
smartly,4955,-1,-1
smartness,6745,-1,-1
smasher,6574,-1,3294
smashing,2489,-1,-1
smashup,7479,-1,3628
smell,788,469,-1
smelting,5075,-1,-1
smile,599,-1,482
smilingly,7201,-1,-1
smirk,4558,-1,2445
smite,4956,-1,-1
smith,355,270,300
smitten,4679,-1,2500
smock,6025,-1,-1
smog,4523,-1,2428
smoked,1816,-1,1168
smokeless,5866,-1,-1
smokiness,7161,-1,-1
smoking,752,456,-1
smoky,3541,-1,2004
smolder,6942,-1,3437
smooth,924,-1,679
smother,5200,-1,-1
smudge,5304,-1,-1
smudgy,7162,-1,3515
smuggler,4854,-1,-1
smuggling,2838,965,1688
smugly,6396,-1,-1
smugness,6517,-1,3272
snack,1865,-1,1197
snagged,4985,-1,-1
snaking,6333,-1,-1
snap,1211,612,851
snare,3779,-1,-1
snarl,5889,-1,3007
snazzy,5831,-1,2978
sneak,1658,723,-1
sneer,5656,-1,-1
sneeze,4006,-1,-1
sneezing,4635,-1,-1
snide,5973,-1,-1
sniff,3160,1015,1835
snippet,4269,-1,2312
snipping,6685,-1,-1
snitch,4351,-1,-1
snooper,7245,-1,-1
snooze,4789,-1,2552
snore,5468,-1,-1
snoring,3746,-1,-1
snorkel,5720,-1,2922
snort,4680,-1,2501
snout,4420,-1,-1
snowbird,6746,-1,3358
snowboard,4681,-1,-1
snowbound,6919,-1,3426
snowcap,7493,-1,3635
snowdrift,7055,-1,3474
snowdrop,6670,-1,3333
snowfall,3888,-1,2159
snowfield,7260,-1,3559
snowflake,3780,-1,2112
snowiness,7723,-1,-1
snowless,7486,-1,3631
snowman,4105,-1,2244
snowplow,6762,-1,3362
snowshoe,6358,-1,3208
snowstorm,5076,-1,2666
snowsuit,7315,-1,-1
snowy,3099,1006,1807
snub,5045,-1,2651
snuff,4142,1132,-1
snuggle,4559,-1,-1
snugly,6090,-1,3099
snugness,7589,-1,-1
speak,253,209,214
spearfish,6992,-1,-1
spearhead,5263,-1,2735
spearman,6271,-1,-1
spearmint,6502,-1,3265
species,396,-1,327
specimen,2321,-1,-1
specked,7513,-1,-1
speckled,5305,-1,-1
specks,5747,-1,-1
spectacle,2631,-1,1588
spectator,2932,-1,-1
spectrum,1133,-1,804
speculate,3031,-1,1778
speech,397,-1,328
speed,277,-1,232
spellbind,7724,-1,3697
speller,6637,-1,-1
spelling,1633,-1,-1
spendable,7283,-1,3569
spender,5469,-1,-1
spending,530,-1,428
spent,259,-1,218
spew,5046,-1,2652
sphere,1838,763,1181
spherical,3336,-1,1909
sphinx,4708,-1,2515
spider,1150,-1,813
spied,4421,-1,-1
spiffy,6432,-1,3231
spill,2004,-1,-1
spilt,5012,-1,2636
spinach,3032,-1,-1
spinal,1981,-1,1265
spindle,4352,-1,-1
spinner,3436,-1,-1
spinning,1681,-1,-1
spinout,7240,-1,3548
spinster,5682,-1,-1
spiny,5832,-1,2979
spiral,1982,-1,-1
spirited,2810,-1,1676
spiritism,7215,-1,3534
spirits,1318,-1,-1
spiritual,925,520,680
splashed,4597,-1,2463
splashing,4383,-1,-1
splashy,6575,-1,-1
splatter,5440,-1,2808
spleen,4186,-1,2280
splendid,2239,854,-1
splendor,4524,-1,2429
splice,5143,-1,-1
splicing,5169,-1,-1
splinter,3678,-1,-1
splotchy,7261,-1,3560
splurge,4915,-1,-1
spoilage,6461,-1,-1
spoiled,2089,-1,1312
spoiler,2811,-1,-1
spoiling,3781,-1,-1
spoils,3542,-1,-1
spoken,845,-1,627
spokesman,2134,-1,-1
sponge,2687,-1,1614
spongy,5890,-1,-1
sponsor,1550,-1,1029
spoof,4353,-1,-1
spookily,7305,-1,-1
spooky,2869,-1,1701
spool,5229,-1,-1
spoon,1913,-1,1227
spore,4709,-1,2516
sporting,1319,-1,-1
sports,319,248,-1
sporty,4354,-1,-1
spotless,4270,-1,-1
spotlight,1866,-1,1198
spotted,1258,-1,-1
spotter,5334,-1,-1
spotting,3337,-1,-1
spotty,4916,-1,2603
spousal,5144,-1,-1
spouse,1743,-1,1131
spout,4319,-1,-1
sprain,5201,-1,-1
sprang,4271,-1,-1
sprawl,4745,-1,2531
spray,1279,-1,-1
spree,2778,-1,-1
sprig,6319,-1,-1
spring,337,259,285
sprinkled,3819,-1,-1
sprinkler,4525,-1,-1
sprint,1715,-1,-1
sprite,4007,-1,-1
sprout,4320,-1,-1
spruce,3338,-1,1910
sprung,3265,-1,-1
spry,6137,-1,-1
spud,5683,-1,-1
spur,2490,898,1514
sputter,6671,-1,-1
spyglass,6624,1351,3313
squabble,5974,-1,-1
squad,569,382,458
squall,5748,-1,2934
squander,5529,-1,-1
squash,2578,-1,1555
squatted,6169,-1,-1
squatter,6061,-1,-1
squatting,4746,-1,2532
squeak,5047,-1,2653
squealer,7262,-1,3561
squealing,5560,-1,-1
squeamish,5867,-1,-1
squeegee,6702,-1,-1
squeeze,1769,-1,1141
squeezing,3405,-1,-1
squid,3161,-1,-1
squiggle,6852,-1,-1
squiggly,6654,-1,3325
squint,5335,-1,-1
squire,3679,-1,-1
squirt,3889,-1,2160
squishier,7537,-1,3649
squishy,4560,-1,-1
stability,1056,-1,-1
stabilize,3100,-1,-1
stable,800,-1,-1
stack,1525,-1,-1
stadium,612,-1,492
staff,226,-1,189
stage,211,-1,-1
staging,2517,-1,-1
stagnant,3597,-1,2028
stagnate,6209,-1,-1
stainable,7725,-1,-1
stained,2135,-1,-1
staining,3934,-1,-1
stainless,2207,-1,-1
stalemate,4561,-1,2446
staleness,7230,-1,-1
stalling,4039,-1,-1
stallion,3820,-1,2133
stamina,3339,-1,1911
stammer,6210,-1,3147
stamp,1415,-1,966
stand,183,-1,151
stank,5470,-1,-1
staple,2428,-1,1479
stapling,6747,-1,-1
starboard,4076,-1,-1
starch,3625,-1,2041
stardom,4384,-1,2367
stardust,4077,-1,2231
starfish,4710,-1,-1
stargazer,6576,-1,3295
staring,1350,-1,-1
stark,1602,-1,1058
starless,7012,-1,-1
starlet,5749,-1,-1
starlight,4187,-1,-1
starlit,7046,-1,3469
starring,1474,-1,-1
starry,4143,-1,2265
starship,3747,-1,2094
starter,1590,-1,-1
starting,237,-1,199
startle,5684,-1,-1
startling,3301,-1,-1
startup,2036,-1,-1
starved,3068,-1,-1
starving,2136,-1,-1
stash,2839,-1,-1
state,30,30,28
static,1526,-1,-1
statistic,3129,-1,1820
statue,1448,-1,-1
stature,3130,-1,-1
status,371,-1,311
statute,2037,-1,-1
statutory,2208,-1,1375
staunch,3968,-1,-1
stays,1134,-1,-1
steadfast,4188,-1,2281
steadier,6551,-1,-1
steadily,2005,-1,1277
steadying,6625,-1,-1
steam,753,-1,-1
steed,4881,-1,-1
steep,1659,-1,-1
steerable,6931,-1,3430
steering,1794,-1,-1
steersman,7394,-1,3605
stegosaur,7726,-1,3698
stellar,2209,-1,1376
stem,1072,-1,-1
stench,4321,-1,2337
stencil,5230,-1,-1
step,189,160,156
stereo,2186,-1,1366
sterile,3199,-1,-1
sterility,6111,-1,-1
sterilize,5891,-1,-1
sterling,1376,-1,-1
sternness,7359,-1,-1
sternum,5471,-1,2820
stew,3033,-1,-1
stick,475,334,-1
stiffen,6211,-1,-1
stiffly,6672,-1,-1
stiffness,3969,-1,2184
stifle,4711,-1,2517
stifling,4826,-1,-1
stillness,4790,-1,-1
stilt,6433,-1,-1
stimulant,4494,-1,-1
stimulate,2460,-1,1495
stimuli,3340,-1,-1
stimulus,2064,-1,1295
stinger,4986,-1,-1
stingily,7505,-1,-1
stinging,4464,-1,-1
stingray,4957,-1,2616
stingy,4598,-1,-1
stinking,4562,-1,-1
stinky,4272,-1,-1
stipend,4682,-1,2502
stipulate,5441,-1,-1
stir,1716,-1,1115
stitch,2540,-1,-1
stock,327,255,276
stoic,4144,-1,-1
stoke,2294,-1,-1
stole,1212,-1,852
stomp,3782,-1,-1
stonewall,4747,-1,2533
stoneware,6026,-1,-1
stonework,6112,-1,3112
stoning,5507,-1,-1
stony,3626,-1,-1
stood,683,-1,541
stooge,5561,-1,-1
stool,2898,-1,-1
stoop,4189,-1,-1
stoplight,6490,-1,-1
stoppable,7335,-1,-1
stoppage,3890,-1,-1
stopped,405,-1,335
stopper,4385,-1,-1
stopping,1094,-1,-1
stopwatch,5975,-1,3041
storable,7188,-1,-1
storage,684,-1,542
storeroom,5923,-1,3018
storewide,7428,-1,3611
storm,575,-1,464
stout,3131,-1,-1
stove,2354,-1,-1
stowaway,6170,-1,-1
stowing,6773,-1,-1
straddle,5442,-1,-1
straggler,6993,-1,-1
strained,2870,-1,-1
strainer,5833,-1,-1
straining,3891,-1,-1
strangely,2461,-1,-1
stranger,1105,-1,-1
strangle,4563,-1,-1
strategic,877,-1,649
strategy,496,-1,-1
stratus,6359,-1,-1
straw,1660,-1,1090
stray,2265,-1,-1
streak,1512,-1,-1
stream,626,-1,499
street,130,117,111
strength,437,-1,360
strenuous,4273,-1,2313
strep,5562,-1,-1
stress,502,-1,404
stretch,1002,-1,-1
strewn,4422,-1,2381
stricken,2899,-1,-1
strict,1177,-1,-1
stride,3200,-1,-1
strife,3302,-1,-1
strike,576,-1,465
striking,1229,-1,-1
strive,2322,-1,-1
striving,2975,-1,-1
strobe,5362,-1,-1
strode,5103,-1,2674
stroller,4423,-1,-1
strongbox,7151,-1,3512
strongly,815,-1,611
strongman,5104,-1,2675
struck,894,-1,658
structure,406,-1,336
strudel,6503,-1,-1
struggle,627,-1,500
strum,6233,-1,-1
strung,3598,-1,2029
strut,4106,-1,-1
stubbed,6416,-1,-1
stubble,5145,-1,-1
stubbly,7256,-1,-1
stubborn,2210,-1,1377
stucco,5048,-1,2654
stuck,557,-1,-1
student,260,-1,219
studied,789,-1,-1
studio,577,-1,466
study,137,121,117
stuffed,1717,-1,1116
stuffing,3069,-1,-1
stuffy,4599,-1,-1
stumble,3229,-1,-1
stumbling,3474,-1,-1
stump,3132,-1,-1
stung,3680,-1,-1
stunned,2429,-1,1480
stunner,5264,-1,-1
stunning,1118,-1,-1
stunt,1966,-1,-1
stupor,5595,-1,-1
sturdily,7193,-1,-1
sturdy,3162,-1,-1
styling,3034,991,-1
stylishly,6552,-1,-1
stylist,3303,-1,1894
stylized,4495,-1,2412
stylus,4636,-1,-1
suave,5049,1238,-1
subarctic,6826,-1,-1
subatomic,5998,-1,3053
subdivide,6591,-1,-1
subdued,3406,-1,1940
subduing,6417,-1,-1
subfloor,7023,-1,3462
subgroup,4424,-1,2382
subheader,7727,-1,3699
subject,294,233,247
sublease,6853,-1,3397
sublet,6258,-1,-1
sublevel,7284,-1,-1
sublime,3035,-1,1779
submarine,2090,-1,1313
submerge,5945,-1,3027
submersed,7268,-1,-1
submitter,6577,-1,-1
subpanel,7460,-1,3622
subpar,5803,-1,2959
subplot,5685,-1,2903
subprime,5508,-1,-1
subscribe,1591,-1,1052
subscript,6686,-1,-1
subsector,6983,-1,-1
subside,5105,-1,-1
subsiding,6603,-1,-1
subsidize,4958,-1,-1
subsidy,2779,-1,1659
subsoil,6638,-1,-1
subsonic,6138,-1,3122
substance,1178,-1,828
subsystem,5146,-1,-1
subtext,5283,-1,2745
subtitle,3861,-1,-1
subtly,3627,-1,2042
subtotal,6578,-1,3296
subtract,4355,-1,-1
subtype,5306,-1,-1
suburb,2091,-1,1314
subway,1527,-1,1020
subwoofer,6212,-1,3148
subzero,6477,-1,3253
succulent,4712,-1,2518
such,25,25,-1
suction,3437,-1,-1
sudden,926,521,-1
sudoku,5834,-1,2980
suds,6040,-1,3072
sufferer,4917,-1,-1
suffering,738,452,569
suffice,3101,-1,1808
suffix,4526,-1,-1
suffocate,5170,-1,-1
suffrage,3369,-1,1924
sugar,558,-1,451
suggest,486,340,391
suing,2976,-1,1749
suitable,955,532,698
suitably,4227,-1,-1
suitcase,2812,-1,-1
suitor,4791,-1,-1
sulfate,4008,-1,-1
sulfide,4987,-1,2625
sulfite,6703,-1,-1
sulfur,3201,1022,1848
sulk,6062,-1,-1
sullen,5626,-1,-1
sulphate,5976,-1,3042
sulphuric,6443,-1,3235
sultry,4748,-1,2534
superbowl,4496,-1,2413
superglue,6730,-1,3350
superhero,1983,-1,1266
superior,829,-1,-1
superjet,7522,-1,3644
superman,1592,-1,1053
supermom,7278,-1,-1
supernova,4228,-1,2298
supervise,3567,-1,-1
supper,2266,-1,-1
supplier,2006,-1,1278
supply,431,-1,355
support,59,57,51
supremacy,2541,-1,-1
supreme,546,-1,442
surcharge,4274,-1,-1
surely,715,-1,-1
sureness,7295,-1,-1
surface,414,297,343
surfacing,4988,-1,-1
surfboard,5307,-1,2753
surfer,3628,-1,-1
surgery,613,-1,-1
surgical,1528,-1,-1
surging,4683,-1,-1
surname,2977,-1,1750
surpass,3407,-1,1941
surplus,1937,-1,1241
surprise,487,-1,392
surreal,2688,-1,1615
surrender,1449,-1,982
surrogate,3370,-1,1925
surround,2137,-1,1342
survey,547,-1,443
survival,968,-1,708
survive,754,-1,-1
surviving,1567,-1,1040
survivor,1634,-1,-1
sushi,2430,-1,1481
suspect,764,461,585
suspend,2431,-1,1482
suspense,2871,-1,-1
sustained,1259,-1,-1
sustainer,6884,-1,-1
swab,5265,-1,-1
swaddling,6655,-1,-1
swagger,4107,-1,-1
swampland,6943,-1,3438
swan,2007,802,1279
swapping,3568,-1,-1
swarm,3163,-1,-1
sway,2518,-1,-1
swear,765,462,586
sweat,1351,-1,-1
sweep,1696,-1,-1
swell,2542,-1,-1
swept,1770,-1,1142
swerve,4882,-1,-1
swifter,6656,-1,-1
swiftly,2840,-1,1689
swiftness,6397,-1,-1
swimmable,7400,-1,-1
swimmer,3006,-1,1769
swimming,878,-1,650
swimsuit,3681,-1,2067
swimwear,4684,-1,-1
swinger,5443,-1,-1
swinging,2138,-1,-1
swipe,2719,-1,-1
swirl,4108,-1,2245
switch,650,415,513
swivel,4749,-1,2535
swizzle,7056,-1,3475
swooned,6748,-1,3359
swoop,3970,-1,2185
swoosh,6259,-1,3167
swore,2872,-1,-1
sworn,1867,773,1199
swung,3070,997,-1
sycamore,4918,1221,2604
sympathy,1603,715,1059
symphonic,5231,-1,2720
symphony,2187,-1,-1
symptom,2543,-1,1538
synapse,5472,-1,2821
syndrome,1179,605,829
synergy,3892,-1,-1
synopses,6798,-1,-1
synopsis,3371,-1,1926
synthesis,2008,-1,-1
synthetic,1744,-1,1132
syrup,2211,846,1378
system,54,52,46
tabasco,5868,-1,2999
tabby,5363,-1,2773
tableful,7728,-1,3700
tables,1095,573,-1
tablet,1529,-1,-1
tableware,6139,-1,3123
tabloid,3783,-1,2113
tackiness,7246,-1,-1
tacking,6171,-1,-1
tackle,1331,-1,-1
tackling,2978,-1,1751
tacky,4040,-1,-1
taco,2405,-1,1468
tactful,5977,-1,3043
tactical,1697,-1,-1
tactics,1301,637,901
tactile,4356,-1,-1
tactless,6604,-1,-1
tadpole,6172,1330,-1
taekwondo,5232,1258,2721
tag,866,499,641
tainted,3372,1050,-1
take,17,17,17
taking,97,-1,-1
talcum,6538,-1,-1
talisman,4497,-1,2414
tall,755,457,-1
talon,4827,-1,-1
tamale,6234,-1,3157
tameness,7354,-1,3593
tamer,5530,-1,-1
tamper,5077,1243,-1
tank,685,434,-1
tanned,4229,-1,-1
tannery,6334,-1,-1
tanning,3599,-1,-1
tantrum,4230,-1,2299
tapeless,7570,-1,-1
tapered,4145,-1,2266
tapering,4231,-1,-1
tapestry,3821,-1,2134
tapioca,5892,-1,3008
tapping,2212,847,-1
taps,2780,-1,1660
tarantula,5596,-1,2869
target,421,301,347
tarmac,4564,-1,2447
tarnish,5202,-1,-1
tarot,4275,-1,2314
tartar,5106,-1,2676
tartly,7247,-1,3552
tartness,7102,-1,-1
task,586,-1,-1
tassel,5686,-1,2904
taste,503,349,405
tastiness,7371,-1,-1
tasting,2519,-1,-1
tasty,2009,-1,-1
tattered,5266,-1,-1
tattle,6478,-1,-1
tattling,7122,-1,-1
tattoo,1352,649,931
taunt,4855,1214,2578
